Cement (kg/m3),Blast Furnace Slag (kg/m3),Fly Ash (kg/m3),Water (kg/m3),Superplasticizer (kg/m3),Coarse Aggregate (kg/m3),Fine Aggregate (kg/m3),Age,Concrete_compressive_strength,Water/Cement
397,17.2,158,167,20.8,967,633,28,55.65,0.420654912
333,17.5,163,167,17.9,996,652,28,47.28,0.501501502
334,17.6,158,189,15.3,967,633,28,44.33,0.565868263
405,0,0,175,0,1120,695,28,52.3,0.432098765
200,200,0,190,0,1145,660,28,49.25,0.95
516,0,0,162,8.3,801,802,28,41.37,0.313953488
145,116,119,184,5.7,833,880,28,29.16,1.268965517
160,128,122,182,6.4,824,879,28,39.4,1.1375
234,156,0,189,5.9,981,760,28,39.3,0.807692308
250,180,95,159,9.5,860,800,28,67.87,0.636
475,0,0,162,9.5,1044,662,28,58.52,0.341052632
285,190,0,163,7.6,1031,685,28,53.58,0.571929825
356,119,0,160,9,1061,657,28,59,0.449438202
275,180,120,162,10.4,830,765,28,76.24,0.589090909
500,0,0,151,9,1033,655,28,69.84,0.302
165,0,143.6,163.8,0,1005.6,900.9,3,14.4,0.992727273
165,128.5,132.1,175.1,8.1,1005.8,746.6,3,19.42,1.061212121
178,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73,1.010674157
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,14.94,1.048387097
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29,0.909512761
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08,0.949855908
167,75.4,167,164,7.9,1007.3,770.1,3,15.52,0.982035928
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82,0.99136939
190.3,0,125.2,166.6,9.9,1079,798.9,3,12.55,0.8754598
250,0,95.7,191.8,5.3,948.9,857.2,3,8.49,0.7672
213.5,0,174.2,159.2,11.7,1043.6,771.9,3,15.61,0.745667447
194.7,0,100.5,170.2,7.5,998,901.8,3,12.18,0.874165383
251.4,0,118.3,192.9,5.8,1043.6,754.3,3,11.98,0.767303103
165,0,143.6,163.8,0,1005.6,900.9,14,16.88,0.992727273
165,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09,1.061212121
178,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24,1.010674157
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,31.81,1.048387097
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75,0.909512761
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,33.01,0.949855908
167,75.4,167,164,7.9,1007.3,770.1,14,32.9,0.982035928
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55,0.99136939
190.3,0,125.2,166.6,9.9,1079,798.9,14,19.42,0.8754598
250,0,95.7,191.8,5.3,948.9,857.2,14,24.66,0.7672
213.5,0,174.2,159.2,11.7,1043.6,771.9,14,29.59,0.745667447
194.7,0,100.5,170.2,7.5,998,901.8,14,24.28,0.874165383
251.4,0,118.3,192.9,5.8,1043.6,754.3,14,20.73,0.767303103
165,0,143.6,163.8,0,1005.6,900.9,28,26.2,0.992727273
165,128.5,132.1,175.1,8.1,1005.8,746.6,28,46.39,1.061212121
178,129.8,118.6,179.9,3.6,1007.3,746.8,28,39.16,1.010674157
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2,1.048387097
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69,0.909512761
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2,0.949855908
167,75.4,167,164,7.9,1007.3,770.1,28,41.41,0.982035928
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81,0.99136939
190.3,0,125.2,166.6,9.9,1079,798.9,28,24.85,0.8754598
250,0,95.7,191.8,5.3,948.9,857.2,28,27.22,0.7672
213.5,0,174.2,159.2,11.7,1043.6,771.9,28,44.64,0.745667447
194.7,0,100.5,170.2,7.5,998,901.8,28,37.27,0.874165383
251.4,0,118.3,192.9,5.8,1043.6,754.3,28,33.27,0.767303103
165,0,143.6,163.8,0,1005.6,900.9,56,36.56,0.992727273
165,128.5,132.1,175.1,8.1,1005.8,746.6,56,53.72,1.061212121
178,129.8,118.6,179.9,3.6,1007.3,746.8,56,48.59,1.010674157
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72,1.048387097
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85,0.909512761
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77,0.949855908
167,75.4,167,164,7.9,1007.3,770.1,56,53.46,0.982035928
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99,0.99136939
190.3,0,125.2,166.6,9.9,1079,798.9,56,31.72,0.8754598
250,0,95.7,191.8,5.3,948.9,857.2,56,39.64,0.7672
213.5,0,174.2,159.2,11.7,1043.6,771.9,56,51.26,0.745667447
194.7,0,100.5,170.2,7.5,998,901.8,56,43.39,0.874165383
251.4,0,118.3,192.9,5.8,1043.6,754.3,56,39.27,0.767303103
165,0,143.6,163.8,0,1005.6,900.9,100,37.96,0.992727273
165,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02,1.061212121
178,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99,1.010674157
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66,1.048387097
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68,0.909512761
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06,0.949855908
167,75.4,167,164,7.9,1007.3,770.1,100,56.81,0.982035928
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94,0.99136939
190.3,0,125.2,166.6,9.9,1079,798.9,100,33.56,0.8754598
250,0,95.7,191.8,5.3,948.9,857.2,100,41.16,0.7672
213.5,0,174.2,159.2,11.7,1043.6,771.9,100,52.96,0.745667447
194.7,0,100.5,170.2,7.5,998,901.8,100,44.28,0.874165383
251.4,0,118.3,192.9,5.8,1043.6,754.3,100,40.15,0.767303103
446,24,79,162,11.6,967,712,28,57.03,0.3632287
446,24,79,162,11.6,967,712,28,44.42,0.3632287
446,24,79,162,11.6,967,712,28,51.02,0.3632287
446,24,79,162,10.3,967,712,28,53.39,0.3632287
446,24,79,162,11.6,967,712,3,35.36,0.3632287
446,24,79,162,11.6,967,712,3,25.02,0.3632287
446,24,79,162,11.6,967,712,3,23.35,0.3632287
446,24,79,162,11.6,967,712,7,52.01,0.3632287
446,24,79,162,11.6,967,712,7,38.02,0.3632287
446,24,79,162,11.6,967,712,7,39.3,0.3632287
446,24,79,162,11.6,967,712,56,61.07,0.3632287
446,24,79,162,11.6,967,712,56,56.14,0.3632287
446,24,79,162,11.6,967,712,56,55.25,0.3632287
446,24,79,162,10.3,967,712,56,54.77,0.3632287
387,20,94,157,14.3,938,845,28,50.24,0.405684755
387,20,94,157,13.9,938,845,28,46.68,0.405684755
387,20,94,157,11.6,938,845,28,46.68,0.405684755
387,20,94,157,14.3,938,845,3,22.75,0.405684755
387,20,94,157,13.9,938,845,3,25.51,0.405684755
387,20,94,157,11.6,938,845,3,34.77,0.405684755
387,20,94,157,14.3,938,845,7,36.84,0.405684755
387,20,94,157,13.9,938,845,7,45.9,0.405684755
387,20,94,157,11.6,938,845,7,41.67,0.405684755
387,20,94,157,14.3,938,845,56,56.34,0.405684755
387,20,94,157,13.9,938,845,56,47.97,0.405684755
387,20,94,157,11.6,938,845,56,61.46,0.405684755
355,19,97,145,13.1,967,871,28,44.03,0.408450704
355,19,97,145,12.3,967,871,28,55.45,0.408450704
491,26,123,210,3.9,882,699,28,55.55,0.427698574
491,26,123,201,3.9,822,699,28,57.92,0.409368635
491,26,123,210,3.9,882,699,3,25.61,0.427698574
491,26,123,210,3.9,882,699,7,33.49,0.427698574
491,26,123,210,3.9,882,699,56,59.59,0.427698574
491,26,123,201,3.9,822,699,3,29.55,0.409368635
491,26,123,201,3.9,822,699,7,37.92,0.409368635
491,26,123,201,3.9,822,699,56,61.86,0.409368635
424,22,132,178,8.5,822,750,28,62.05,0.419811321
424,22,132,178,8.5,882,750,3,32.01,0.419811321
424,22,132,168,8.9,822,750,28,72.1,0.396226415
424,22,132,178,8.5,822,750,7,39,0.419811321
424,22,132,178,8.5,822,750,56,65.7,0.419811321
424,22,132,168,8.9,822,750,3,32.11,0.396226415
424,22,132,168,8.9,822,750,7,40.29,0.396226415
424,22,132,168,8.9,822,750,56,74.36,0.396226415
202,11,141,206,1.7,942,801,28,21.97,1.01980198
202,11,141,206,1.7,942,801,3,9.85,1.01980198
202,11,141,206,1.7,942,801,7,15.07,1.01980198
202,11,141,206,1.7,942,801,56,23.25,1.01980198
284,15,141,179,5.5,842,801,28,43.73,0.63028169
284,15,141,179,5.5,842,801,3,13.4,0.63028169
284,15,141,179,5.5,842,801,7,24.13,0.63028169
284,15,141,179,5.5,842,801,56,44.52,0.63028169
359,19,141,154,10.9,942,801,28,62.94,0.428969359
359,19,141,154,10.9,942,801,28,59.49,0.428969359
359,19,141,154,10.9,942,801,3,25.12,0.428969359
359,19,141,154,10.9,942,801,3,23.64,0.428969359
359,19,141,154,10.9,942,801,7,35.75,0.428969359
359,19,141,154,10.9,942,801,7,38.61,0.428969359
359,19,141,154,10.9,942,801,56,68.75,0.428969359
359,19,141,154,10.9,942,801,56,66.78,0.428969359
436,0,0,218,0,838.4,719.7,28,23.85,0.5
289,0,0,192,0,913.2,895.3,90,32.07,0.664359862
289,0,0,192,0,913.2,895.3,3,11.65,0.664359862
393,0,0,192,0,940.6,785.6,3,19.2,0.488549618
393,0,0,192,0,940.6,785.6,90,48.85,0.488549618
393,0,0,192,0,940.6,785.6,28,39.6,0.488549618
480,0,0,192,0,936.2,712.2,28,43.94,0.4
480,0,0,192,0,936.2,712.2,7,34.57,0.4
480,0,0,192,0,936.2,712.2,90,54.32,0.4
480,0,0,192,0,936.2,712.2,3,24.4,0.4
333,0,0,192,0,931.2,842.6,3,15.62,0.576576577
255,0,0,192,0,889.8,945,90,21.86,0.752941176
255,0,0,192,0,889.8,945,7,10.22,0.752941176
289,0,0,192,0,913.2,895.3,7,14.6,0.664359862
255,0,0,192,0,889.8,945,28,18.75,0.752941176
333,0,0,192,0,931.2,842.6,28,31.97,0.576576577
333,0,0,192,0,931.2,842.6,7,23.4,0.576576577
289,0,0,192,0,913.2,895.3,28,25.57,0.664359862
333,0,0,192,0,931.2,842.6,90,41.68,0.576576577
393,0,0,192,0,940.6,785.6,7,27.74,0.488549618
255,0,0,192,0,889.8,945,3,8.2,0.752941176
158.8,238.2,0,185.7,0,1040.6,734.3,7,9.62,1.169395466
239.6,359.4,0,185.7,0,941.6,664.3,7,25.42,0.775041736
238.2,158.8,0,185.7,0,1040.6,734.3,7,15.69,0.779596977
181.9,272.8,0,185.7,0,1012.4,714.3,28,27.94,1.020890599
193.5,290.2,0,185.7,0,998.2,704.3,28,32.63,0.959689922
255.5,170.3,0,185.7,0,1026.6,724.3,7,17.24,0.726810176
272.8,181.9,0,185.7,0,1012.4,714.3,7,19.77,0.680718475
239.6,359.4,0,185.7,0,941.6,664.3,28,39.44,0.775041736
220.8,147.2,0,185.7,0,1055,744.3,28,25.75,0.841032609
397,0,0,185.7,0,1040.6,734.3,28,33.08,0.467758186
382.5,0,0,185.7,0,1047.8,739.3,7,24.07,0.485490196
210.7,316.1,0,185.7,0,977,689.3,7,21.82,0.881347888
158.8,238.2,0,185.7,0,1040.6,734.3,28,21.07,1.169395466
295.8,0,0,185.7,0,1091.4,769.3,7,14.84,0.627789047
255.5,170.3,0,185.7,0,1026.6,724.3,28,32.05,0.726810176
203.5,135.7,0,185.7,0,1076.2,759.3,7,11.96,0.912530713
397,0,0,185.7,0,1040.6,734.3,7,25.45,0.467758186
381.4,0,0,185.7,0,1104.6,784.3,28,22.49,0.486890404
295.8,0,0,185.7,0,1091.4,769.3,28,25.22,0.627789047
228,342.1,0,185.7,0,955.8,674.3,28,39.7,0.814473684
220.8,147.2,0,185.7,0,1055,744.3,7,13.09,0.841032609
316.1,210.7,0,185.7,0,977,689.3,28,38.7,0.587472319
135.7,203.5,0,185.7,0,1076.2,759.3,7,7.51,1.368459838
238.1,0,0,185.7,0,1118.8,789.3,28,17.58,0.779924402
339.2,0,0,185.7,0,1069.2,754.3,7,21.18,0.547464623
135.7,203.5,0,185.7,0,1076.2,759.3,28,18.2,1.368459838
193.5,290.2,0,185.7,0,998.2,704.3,7,17.2,0.959689922
203.5,135.7,0,185.7,0,1076.2,759.3,28,22.63,0.912530713
290.2,193.5,0,185.7,0,998.2,704.3,7,21.86,0.639903515
181.9,272.8,0,185.7,0,1012.4,714.3,7,12.37,1.020890599
170.3,155.5,0,185.7,0,1026.6,724.3,28,25.73,1.090428655
210.7,316.1,0,185.7,0,977,689.3,28,37.81,0.881347888
228,342.1,0,185.7,0,955.8,674.3,7,21.92,0.814473684
290.2,193.5,0,185.7,0,998.2,704.3,28,33.04,0.639903515
381.4,0,0,185.7,0,1104.6,784.3,7,14.54,0.486890404
238.2,158.8,0,185.7,0,1040.6,734.3,28,26.91,0.779596977
186.2,124.1,0,185.7,0,1083.4,764.3,7,8,0.997314715
339.2,0,0,185.7,0,1069.2,754.3,28,31.9,0.547464623
238.1,0,0,185.7,0,1118.8,789.3,7,10.34,0.779924402
252.5,0,0,185.7,0,1111.6,784.3,28,19.77,0.735445545
382.5,0,0,185.7,0,1047.8,739.3,28,37.44,0.485490196
252.5,0,0,185.7,0,1111.6,784.3,7,11.48,0.735445545
316.1,210.7,0,185.7,0,977,689.3,7,24.44,0.587472319
186.2,124.1,0,185.7,0,1083.4,764.3,28,17.6,0.997314715
170.3,155.5,0,185.7,0,1026.6,724.3,7,10.73,1.090428655
272.8,181.9,0,185.7,0,1012.4,714.3,28,31.38,0.680718475
339,0,0,197,0,968,781,3,13.22,0.581120944
339,0,0,197,0,968,781,7,20.97,0.581120944
339,0,0,197,0,968,781,14,27.04,0.581120944
339,0,0,197,0,968,781,28,32.04,0.581120944
339,0,0,197,0,968,781,90,35.17,0.581120944
339,0,0,197,0,968,781,180,36.45,0.581120944
339,0,0,197,0,968,781,365,38.89,0.581120944
236,0,0,194,0,968,885,3,6.47,0.822033898
236,0,0,194,0,968,885,14,12.84,0.822033898
236,0,0,194,0,968,885,28,18.42,0.822033898
236,0,0,194,0,968,885,90,21.95,0.822033898
236,0,0,193,0,968,885,180,24.1,0.81779661
236,0,0,193,0,968,885,365,25.08,0.81779661
277,0,0,191,0,968,856,14,21.26,0.689530686
277,0,0,191,0,968,856,28,25.97,0.689530686
277,0,0,191,0,968,856,3,11.36,0.689530686
277,0,0,191,0,968,856,90,31.25,0.689530686
277,0,0,191,0,968,856,180,32.33,0.689530686
277,0,0,191,0,968,856,360,33.7,0.689530686
254,0,0,198,0,968,863,3,9.31,0.779527559
254,0,0,198,0,968,863,90,26.94,0.779527559
254,0,0,198,0,968,863,180,27.63,0.779527559
254,0,0,198,0,968,863,365,29.79,0.779527559
307,0,0,193,0,968,812,180,34.49,0.628664495
307,0,0,193,0,968,812,365,36.15,0.628664495
307,0,0,193,0,968,812,3,12.54,0.628664495
307,0,0,193,0,968,812,28,27.53,0.628664495
307,0,0,193,0,968,812,90,32.92,0.628664495
236,0,0,193,0,968,885,7,9.99,0.81779661
200,0,0,180,0,1125,845,7,7.84,0.9
200,0,0,180,0,1125,845,28,12.25,0.9
225,0,0,181,0,1113,833,7,11.17,0.804444444
225,0,0,181,0,1113,833,28,17.34,0.804444444
325,0,0,184,0,1063,783,7,17.54,0.566153846
325,0,0,184,0,1063,783,28,30.57,0.566153846
275,0,0,183,0,1088,808,7,14.2,0.665454545
275,0,0,183,0,1088,808,28,24.5,0.665454545
300,0,0,184,0,1075,795,7,15.58,0.613333333
300,0,0,184,0,1075,795,28,26.85,0.613333333
375,0,0,186,0,1038,758,7,26.06,0.496
375,0,0,186,0,1038,758,28,38.21,0.496
400,0,0,187,0,1025,745,28,43.7,0.4675
400,0,0,187,0,1025,745,7,30.14,0.4675
250,0,0,182,0,1100,820,7,12.73,0.728
250,0,0,182,0,1100,820,28,20.87,0.728
350,0,0,186,0,1050,770,7,20.28,0.531428571
350,0,0,186,0,1050,770,28,34.29,0.531428571
203.5,305.3,0,203.5,0,963.4,630,7,19.54,1
250.2,166.8,0,203.5,0,977.6,694.1,90,47.71,0.813349321
157,236,0,192,0,935.4,781.2,90,43.38,1.222929936
141.3,212,0,203.5,0,971.8,748.5,28,29.89,1.44019816
166.8,250.2,0,203.5,0,975.6,692.6,3,6.9,1.220023981
122.6,183.9,0,203.5,0,958.2,800.1,90,33.19,1.659869494
183.9,122.6,0,203.5,0,959.2,800,3,4.9,1.106579663
102,153,0,192,0,887,942,3,4.57,1.882352941
102,153,0,192,0,887,942,90,25.46,1.882352941
122.6,183.9,0,203.5,0,958.2,800.1,28,24.29,1.659869494
166.8,250.2,0,203.5,0,975.6,692.6,28,33.95,1.220023981
200,133,0,192,0,965.4,806.2,3,11.41,0.96
108.3,162.4,0,203.5,0,938.2,849,28,20.59,1.879039705
305.3,203.5,0,203.5,0,965.4,631,7,25.89,0.666557484
108.3,162.4,0,203.5,0,938.2,849,90,29.23,1.879039705
116,173,0,192,0,909.8,891.9,90,31.02,1.655172414
141.3,212,0,203.5,0,971.8,748.5,7,10.39,1.44019816
157,236,0,192,0,935.4,781.2,28,33.66,1.222929936
133,200,0,192,0,927.4,839.2,28,27.87,1.443609023
250.2,166.8,0,203.5,0,977.6,694.1,7,19.35,0.813349321
173,116,0,192,0,946.8,856.8,7,11.39,1.10982659
192,288,0,192,0,929.8,716.1,3,12.79,1
192,288,0,192,0,929.8,716.1,28,39.32,1
153,102,0,192,0,888,943.1,3,4.78,1.254901961
288,192,0,192,0,932,717.8,3,16.11,0.666666667
305.3,203.5,0,203.5,0,965.4,631,28,43.38,0.666557484
236,157,0,192,0,972.6,749.1,7,20.42,0.813559322
173,116,0,192,0,946.8,856.8,3,6.94,1.10982659
212,141.3,0,203.5,0,973.4,750,7,15.03,0.95990566
236,157,0,192,0,972.6,749.1,3,13.57,0.813559322
183.9,122.6,0,203.5,0,959.2,800,90,32.53,1.106579663
166.8,250.2,0,203.5,0,975.6,692.6,7,15.75,1.220023981
102,153,0,192,0,887,942,7,7.68,1.882352941
288,192,0,192,0,932,717.8,28,38.8,0.666666667
212,141.3,0,203.5,0,973.4,750,28,33,0.95990566
102,153,0,192,0,887,942,28,17.28,1.882352941
173,116,0,192,0,946.8,856.8,28,24.28,1.10982659
183.9,122.6,0,203.5,0,959.2,800,28,24.05,1.106579663
133,200,0,192,0,927.4,839.2,90,36.59,1.443609023
192,288,0,192,0,929.8,716.1,90,50.73,1
133,200,0,192,0,927.4,839.2,7,13.66,1.443609023
305.3,203.5,0,203.5,0,965.4,631,3,14.14,0.666557484
236,157,0,192,0,972.6,749.1,90,47.78,0.813559322
108.3,162.4,0,203.5,0,938.2,849,3,2.33,1.879039705
157,236,0,192,0,935.4,781.2,7,16.89,1.222929936
288,192,0,192,0,932,717.8,7,23.52,0.666666667
212,141.3,0,203.5,0,973.4,750,3,6.81,0.95990566
212,141.3,0,203.5,0,973.4,750,90,39.7,0.95990566
153,102,0,192,0,888,943.1,28,17.96,1.254901961
236,157,0,192,0,972.6,749.1,28,32.88,0.813559322
116,173,0,192,0,909.8,891.9,28,22.35,1.655172414
183.9,122.6,0,203.5,0,959.2,800,7,10.79,1.106579663
108.3,162.4,0,203.5,0,938.2,849,7,7.72,1.879039705
203.5,305.3,0,203.5,0,963.4,630,28,41.68,1
203.5,305.3,0,203.5,0,963.4,630,3,9.56,1
133,200,0,192,0,927.4,839.2,3,6.88,1.443609023
288,192,0,192,0,932,717.8,90,50.53,0.666666667
200,133,0,192,0,965.4,806.2,7,17.17,0.96
200,133,0,192,0,965.4,806.2,28,30.44,0.96
250.2,166.8,0,203.5,0,977.6,694.1,3,9.73,0.813349321
122.6,183.9,0,203.5,0,958.2,800.1,3,3.32,1.659869494
153,102,0,192,0,888,943.1,90,26.32,1.254901961
200,133,0,192,0,965.4,806.2,90,43.25,0.96
116,173,0,192,0,909.8,891.9,3,6.28,1.655172414
173,116,0,192,0,946.8,856.8,90,32.1,1.10982659
250.2,166.8,0,203.5,0,977.6,694.1,28,36.96,0.813349321
305.3,203.5,0,203.5,0,965.4,631,90,54.6,0.666557484
192,288,0,192,0,929.8,716.1,7,21.48,1
157,236,0,192,0,935.4,781.2,3,9.69,1.222929936
153,102,0,192,0,888,943.1,7,8.37,1.254901961
141.3,212,0,203.5,0,971.8,748.5,90,39.66,1.44019816
116,173,0,192,0,909.8,891.9,7,10.09,1.655172414
141.3,212,0,203.5,0,971.8,748.5,3,4.83,1.44019816
122.6,183.9,0,203.5,0,958.2,800.1,7,10.35,1.659869494
166.8,250.2,0,203.5,0,975.6,692.6,90,43.57,1.220023981
203.5,305.3,0,203.5,0,963.4,630,90,51.86,1
310,0,0,192,0,1012,830,3,11.85,0.619354839
310,0,0,192,0,1012,830,7,17.24,0.619354839
310,0,0,192,0,1012,830,28,27.83,0.619354839
310,0,0,192,0,1012,830,90,35.76,0.619354839
310,0,0,192,0,1012,830,120,38.7,0.619354839
331,0,0,192,0,1025,821,3,14.31,0.580060423
331,0,0,192,0,1025,821,7,17.44,0.580060423
331,0,0,192,0,1025,821,28,31.74,0.580060423
331,0,0,192,0,1025,821,90,37.91,0.580060423
331,0,0,192,0,1025,821,120,39.38,0.580060423
349,0,0,192,0,1056,809,3,15.87,0.550143266
349,0,0,192,0,1056,809,7,9.01,0.550143266
349,0,0,192,0,1056,809,28,33.61,0.550143266
349,0,0,192,0,1056,809,90,40.66,0.550143266
349,0,0,192,0,1056,809,120,40.86,0.550143266
238,0,0,186,0,1119,789,7,12.05,0.781512605
238,0,0,186,0,1119,789,28,17.54,0.781512605
296,0,0,186,0,1090,769,7,18.91,0.628378378
296,0,0,186,0,1090,769,28,25.18,0.628378378
297,0,0,186,0,1040,734,7,30.96,0.626262626
480,0,0,192,0,936,721,28,43.89,0.4
480,0,0,192,0,936,721,90,54.28,0.4
397,0,0,186,0,1040,734,28,36.94,0.468513854
281,0,0,186,0,1104,774,7,14.5,0.661921708
281,0,0,185,0,1104,774,28,22.44,0.658362989
500,0,0,200,0,1125,613,1,12.64,0.4
500,0,0,200,0,1125,613,3,26.06,0.4
500,0,0,200,0,1125,613,7,33.21,0.4
500,0,0,200,0,1125,613,14,36.94,0.4
500,0,0,200,0,1125,613,28,44.09,0.4
540,0,0,173,0,1125,613,7,52.61,0.32037037
540,0,0,173,0,1125,613,14,59.76,0.32037037
540,0,0,173,0,1125,613,28,67.31,0.32037037
540,0,0,173,0,1125,613,90,69.66,0.32037037
540,0,0,173,0,1125,613,180,71.62,0.32037037
540,0,0,173,0,1125,613,270,74.17,0.32037037
350,0,0,203,0,974,775,7,18.13,0.58
350,0,0,203,0,974,775,14,22.53,0.58
350,0,0,203,0,974,775,28,27.34,0.58
350,0,0,203,0,974,775,56,29.98,0.58
350,0,0,203,0,974,775,90,31.35,0.58
350,0,0,203,0,974,775,180,32.72,0.58
385,0,0,186,0,966,763,1,6.27,0.483116883
385,0,0,186,0,966,763,3,14.7,0.483116883
385,0,0,186,0,966,763,7,23.22,0.483116883
385,0,0,186,0,966,763,14,27.92,0.483116883
385,0,0,186,0,966,763,28,31.35,0.483116883
331,0,0,192,0,978,825,180,39,0.580060423
331,0,0,192,0,978,825,360,41.24,0.580060423
349,0,0,192,0,1047,806,3,14.99,0.550143266
331,0,0,192,0,978,825,3,13.52,0.580060423
382,0,0,186,0,1047,739,7,24,0.486910995
382,0,0,186,0,1047,739,28,37.42,0.486910995
382,0,0,186,0,1111,784,7,11.47,0.486910995
281,0,0,186,0,1104,774,28,22.44,0.661921708
339,0,0,185,0,1069,754,7,21.16,0.545722714
339,0,0,185,0,1069,754,28,31.84,0.545722714
295,0,0,185,0,1069,769,7,14.8,0.627118644
295,0,0,185,0,1069,769,28,25.18,0.627118644
238,0,0,185,0,1118,789,28,17.54,0.777310924
296,0,0,192,0,1085,765,7,14.2,0.648648649
296,0,0,192,0,1085,765,28,21.65,0.648648649
296,0,0,192,0,1085,765,90,29.39,0.648648649
331,0,0,192,0,879,825,3,13.52,0.580060423
331,0,0,192,0,978,825,7,16.26,0.580060423
331,0,0,192,0,978,825,28,31.45,0.580060423
331,0,0,192,0,978,825,90,37.23,0.580060423
349,0,0,192,0,1047,806,7,18.13,0.550143266
349,0,0,192,0,1047,806,28,32.72,0.550143266
349,0,0,192,0,1047,806,90,39.49,0.550143266
349,0,0,192,0,1047,806,180,41.05,0.550143266
349,0,0,192,0,1047,806,360,42.13,0.550143266
302,0,0,203,0,974,817,14,18.13,0.67218543
302,0,0,203,0,974,817,180,26.74,0.67218543
525,0,0,189,0,1125,613,180,61.92,0.36
500,0,0,200,0,1125,613,90,47.22,0.4
500,0,0,200,0,1125,613,180,51.04,0.4
500,0,0,200,0,1125,613,270,55.16,0.4
540,0,0,173,0,1125,613,3,41.64,0.32037037
252,0,0,185,0,1111,784,7,13.71,0.734126984
252,0,0,185,0,1111,784,28,19.69,0.734126984
339,0,0,185,0,1060,754,28,31.65,0.545722714
393,0,0,192,0,940,758,3,19.11,0.488549618
393,0,0,192,0,940,758,28,39.58,0.488549618
393,0,0,192,0,940,758,90,48.79,0.488549618
382,0,0,185,0,1047,739,7,24,0.484293194
382,0,0,185,0,1047,739,28,37.42,0.484293194
252,0,0,186,0,1111,784,7,11.47,0.738095238
252,0,0,185,0,1111,784,28,19.69,0.734126984
310,0,0,192,0,970,850,7,14.99,0.619354839
310,0,0,192,0,970,850,28,27.92,0.619354839
310,0,0,192,0,970,850,90,34.68,0.619354839
310,0,0,192,0,970,850,180,37.33,0.619354839
310,0,0,192,0,970,850,360,38.11,0.619354839
525,0,0,189,0,1125,613,3,33.8,0.36
525,0,0,189,0,1125,613,7,42.42,0.36
525,0,0,189,0,1125,613,14,48.4,0.36
525,0,0,189,0,1125,613,28,55.94,0.36
525,0,0,189,0,1125,613,90,58.78,0.36
525,0,0,189,0,1125,613,270,67.11,0.36
322,0,0,203,0,974,800,14,20.77,0.630434783
322,0,0,203,0,974,800,28,25.18,0.630434783
322,0,0,203,0,974,800,180,29.59,0.630434783
302,0,0,203,0,974,817,28,21.75,0.67218543
397,0,0,185,0,1040,734,28,39.09,0.465994962
480,0,0,192,0,936,721,3,24.39,0.4
522,0,0,146,0,896,896,7,50.51,0.279693487
522,0,0,146,0,896,896,28,74.99,0.279693487
273,105,82,210,9,904,680,28,37.17,0.769230769
162,190,148,179,19,838,741,28,33.76,1.104938272
154,144,112,220,10,923,658,28,16.5,1.428571429
147,115,89,202,9,860,829,28,19.99,1.37414966
152,178,139,168,18,944,695,28,36.35,1.105263158
310,143,111,168,22,914,651,28,33.69,0.541935484
144,0,175,158,18,943,844,28,15.42,1.097222222
304,140,0,214,6,895,722,28,33.42,0.703947368
374,0,0,190,7,1013,730,28,39.05,0.50802139
159,149,116,175,15,953,720,28,27.68,1.100628931
153,239,0,200,6,1002,684,28,26.86,1.307189542
310,143,0,168,10,914,804,28,45.3,0.541935484
305,0,100,196,10,959,705,28,30.12,0.642622951
151,0,184,167,12,991,772,28,15.57,1.105960265
142,167,130,174,11,883,785,28,44.61,1.225352113
298,137,107,201,6,878,655,28,53.52,0.674496644
321,164,0,190,5,870,774,28,57.21,0.591900312
366,187,0,191,7,824,757,28,65.91,0.521857923
280,129,100,172,9,825,805,28,52.82,0.614285714
252,97,76,194,8,835,821,28,33.4,0.76984127
165,0,150,182,12,1023,729,28,18.03,1.103030303
156,243,0,180,11,1022,698,28,37.36,1.153846154
160,188,146,203,11,829,710,28,32.84,1.26875
298,0,107,186,6,879,815,28,42.64,0.624161074
